model,dataset,seed,epoch,train_loss,val_loss,val_rmse,test_loss,test_rmse
GCN-CfC,ESOL,7,36,0.1475511435419321,0.1854744255542755,0.8922638454608225,0.16528774797916412,0.8423093222869307
GCN-CfC,ESOL,7,37,0.12227657809853554,0.15990735590457916,0.8284866335129598,0.15970289707183838,0.8279568123519273
GCN-CfC,ESOL,7,38,0.11436632182449102,0.15762639045715332,0.8225564329156773,0.15863649547100067,0.8251879087939872
GCN-CfC,ESOL,7,39,0.09531357791274786,0.1689404398202896,0.8515656147471168,0.1508672833442688,0.8047274977733813
GCN-CfC,ESOL,7,40,0.10363862290978432,0.16256338357925415,0.8353388416319752,0.15641559660434723,0.8193912237381253
GCN-CfC,ESOL,7,41,0.2272031856700778,0.18695953488349915,0.89582893828859,0.15742631256580353,0.822034282261807
GCN-CfC,ESOL,7,42,0.12353615695610642,0.17416025698184967,0.8646209815840402,0.16313005983829498,0.8367935147261176
GCN-CfC,ESOL,7,43,0.08970903186127543,0.22526496648788452,0.9833273080598105,0.1744033694267273,0.8652243172295646
GCN-CfC,ESOL,7,44,0.13137872703373432,0.160440593957901,0.82986688057682,0.14382022619247437,0.7857081812460434
GCN-CfC,ESOL,7,45,0.1032735463231802,0.1584046185016632,0.8245845543375432,0.16635841131210327,0.8450329528116555
GCN-CfC,ESOL,7,46,0.1103643337264657,0.17613516747951508,0.8695094665376157,0.1450708508491516,0.7891169236554056
GCN-CfC,ESOL,7,47,0.10409335978329182,0.20159755647182465,0.9302376473746422,0.18327927589416504,0.8869680314737991
GCN-CfC,ESOL,17,1,0.8728625401854515,0.9903671145439148,2.061813587061582,0.9708008766174316,2.041344896249312
GCN-CfC,ESOL,17,2,0.5309544019401073,0.7892348170280457,1.8405786168418319,0.6636838912963867,1.6878423696699005
GCN-CfC,ESOL,17,3,0.4138426333665848,0.5490908622741699,1.5352297078580432,0.5077232122421265,1.4762665790140488
GCN-CfC,ESOL,17,4,0.4019431099295616,0.39270463585853577,1.2983277238880533,0.3716960549354553,1.2631220144531965
GCN-CfC,ESOL,17,5,0.28598313219845295,0.30425769090652466,1.1428048194249547,0.3273865878582001,1.1854458157799825
GCN-CfC,ESOL,17,6,0.2907339073717594,0.36289310455322266,1.2480748133151525,0.41931265592575073,1.341591454208353
GCN-CfC,ESOL,17,7,0.23446593061089516,0.2789771556854248,1.0942980346978566,0.29140424728393555,1.1184054051772059
GCN-CfC,ESOL,17,8,0.2118881158530712,0.25488516688346863,1.045980441371924,0.2791636884212494,1.094663728787487
GCN-CfC,ESOL,17,9,0.2344206590205431,0.22592955827713013,0.9847768235922255,0.22054757177829742,0.9729766930653648
GCN-CfC,ESOL,17,10,0.16949554067105055,0.2897697687149048,1.1152643042722157,0.2915419936180115,1.118669607161642
GCN-CfC,ESOL,17,11,0.20013102516531944,0.23906736075878143,1.0130046787624631,0.21754880249500275,0.9663392804686427
GCN-CfC,ESOL,17,12,0.1827870300039649,0.25084835290908813,1.0376642901398179,0.2728707492351532,1.0822554263135085
GCN-CfC,ESOL,17,13,0.15515469945967197,0.21531401574611664,0.9613630391538607,0.20177645981311798,0.9306503887312813
GCN-CfC,ESOL,17,14,0.2534961961209774,0.195783793926239,0.916726233252045,0.22424587607383728,0.9811006007082158
GCN-CfC,ESOL,17,15,0.22404283098876476,0.1723458617925644,0.8601054468492262,0.16914518177509308,0.8520814206973173
GCN-CfC,ESOL,17,16,0.3519797697663307,0.334227979183197,1.1977679395261784,0.2875998616218567,1.1110806851724666
GCN-CfC,ESOL,17,17,0.22817630134522915,0.2899683713912964,1.1156464198003626,0.27710282802581787,1.0906157681749375
GCN-CfC,ESOL,17,18,0.21519823372364044,0.32301950454711914,1.177512836021874,0.24987833201885223,1.0356561569287952
GCN-CfC,ESOL,17,19,0.24432618729770184,0.2760631740093231,1.088567882508108,0.22927267849445343,0.9920360119132005
GCN-CfC,ESOL,17,20,0.19032932072877884,0.2825375497341156,1.1012586350378473,0.19923125207424164,0.9247621165933563
GCN-CfC,ESOL,17,21,0.15745641849935055,0.2609301805496216,1.0583112839532023,0.22910329699516296,0.9916694970985431
GCN-CfC,ESOL,17,22,0.24891183618456125,0.16877752542495728,0.8511549298025185,0.16433262825012207,0.8398721379649897
GCN-CfC,ESOL,17,23,0.21315882168710232,0.1972520351409912,0.9201572060511231,0.20247115194797516,0.932250968570467
GCN-CfC,ESOL,17,24,0.18232532031834126,0.3771492540836334,1.2723538521289846,0.33278748393058777,1.1951839402819082
GCN-CfC,ESOL,17,25,0.23055123165249825,0.44998306035995483,1.3897905310594374,0.3639649450778961,1.2499166460855962
GCN-CfC,ESOL,17,26,0.22853055410087109,0.46586018800735474,1.414096642182134,0.4274349510669708,1.354522770740593
GCN-CfC,ESOL,17,27,0.1833399459719658,0.33407995104789734,1.1975026728335438,0.24853819608688354,1.0328751676306092
GCN-CfC,ESOL,17,28,0.1832684613764286,0.24521727859973907,1.0259514718988152,0.23522309958934784,1.0048269361970514
GCN-CfC,ESOL,17,29,0.14570018369704485,0.20919522643089294,0.9476045926222288,0.19014470279216766,0.9034277279885128
GCN-CfC,ESOL,17,30,0.22464975249022245,0.24011142551898956,1.0152142207518193,0.22993583977222443,0.9934697013788749
GCN-CfC,ESOL,17,31,0.23886805586516857,0.1635308712720871,0.8378208371423101,0.1485235095024109,0.7984521629345765
GCN-CfC,ESOL,17,32,0.12099025584757328,0.19494690001010895,0.9147648517521646,0.19389933347702026,0.9123037323143315
GCN-CfC,ESOL,17,33,0.14809378143399954,0.16797317564487457,0.8491242525503709,0.16464585065841675,0.8406721775472775
GCN-CfC,ESOL,17,34,0.1526130847632885,0.153001606464386,0.8103997522140042,0.14531616866588593,0.7897838279263342
GCN-CfC,ESOL,17,35,0.14816617034375668,0.2496279776096344,1.0351371907332965,0.2715144157409668,1.0795623485940742
GCN-CfC,ESOL,17,36,0.14217072911560535,0.2094418704509735,0.948163140220698,0.18699386715888977,0.8959112059583763
GCN-CfC,ESOL,17,37,0.1345433760434389,0.168124720454216,0.8495071875844606,0.15508657693862915,0.8159027006865524
GCN-CfC,ESOL,17,38,0.22250188142061234,0.17556561529636383,0.8681025102419769,0.14499147236347198,0.7889009820282837
GCN-CfC,ESOL,17,39,0.15020373463630676,0.14204153418540955,0.7808344307942313,0.13587644696235657,0.7637009871219351
GCN-CfC,ESOL,17,40,0.17063770722597837,0.16372106969356537,0.8383079503225379,0.15899033844470978,0.826107662943103
GCN-CfC,ESOL,17,41,0.13166588637977839,0.24260511994361877,1.0204723589273634,0.19976061582565308,0.925989827670751
GCN-CfC,ESOL,17,42,0.10522466711699963,0.17589907348155975,0.8689264955238809,0.15243063867092133,0.8088862309402014
GCN-CfC,ESOL,17,43,0.15554700046777725,0.15155750513076782,0.8065661379803416,0.15592056512832642,0.8180935229838793
GCN-CfC,ESOL,17,44,0.12205558829009533,0.1814105212688446,0.8824345615212944,0.17033959925174713,0.8550846857661808
GCN-CfC,ESOL,17,45,0.10441272892057896,0.16292612254619598,0.8362702037383513,0.1547078788280487,0.8149059326789169
GCN-CfC,ESOL,17,46,0.09931853041052818,0.22723178565502167,0.987610751593025,0.2194897085428238,0.9706404299224993
GCN-CfC,ESOL,17,47,0.10448644123971462,0.17064154148101807,0.8558421256391594,0.16391751170158386,0.8388107334098748
GCN-CfC,ESOL,17,48,0.10999040119349957,0.16348548233509064,0.8377045111263433,0.1392999142408371,0.7732620040154197
GCN-CfC,ESOL,17,49,0.08740103617310524,0.15094499289989471,0.8049346396170816,0.13571523129940033,0.7632478673500931
GCN-CfC,ESOL,17,50,0.09793189261108637,0.14100414514541626,0.7779778046396126,0.13063912093639374,0.7488380411573038
GCN-CfC,ESOL,17,51,0.09947664849460125,0.14013195037841797,0.7755679833344908,0.1287357658147812,0.7433629014316931
GCN-CfC,ESOL,17,52,0.08547635283321142,0.20961281657218933,0.9485498276986487,0.17364931106567383,0.8633518794238957
GCN-CfC,ESOL,17,53,0.09217296540737152,0.14297625422477722,0.7833993718197105,0.14283981919288635,0.783025631091686
GCN-CfC,ESOL,17,54,0.09856705460697412,0.15536360442638397,0.816631121899921,0.12944631278514862,0.7454116259540036
GCN-CfC,ESOL,17,55,0.09306467697024345,0.13735467195510864,0.7678440012076556,0.12365501374006271,0.7285462646586539
GCN-CfC,ESOL,17,56,0.08746092766523361,0.24892878532409668,1.0336864473118534,0.2510974407196045,1.0381794669362
GCN-CfC,ESOL,17,57,0.1917462358251214,0.13586542010307312,0.763670040821107,0.13741561770439148,0.7680144101420174
GCN-CfC,ESOL,17,58,0.15910222195088863,0.16963350772857666,0.8533104970851642,0.16245725750923157,0.8350661540522863
GCN-CfC,ESOL,17,59,0.12805262953042984,0.25127726793289185,1.0385510899847363,0.22520534694194794,0.9831972190973577
GCN-CfC,ESOL,17,60,0.11970077641308308,0.3801591992378235,1.277420928210032,0.29345911741256714,1.1223416709960308
GCN-CfC,ESOL,17,61,0.11525273229926825,0.1682780236005783,0.849894508659701,0.15894293785095215,0.8259844916922183
GCN-CfC,ESOL,17,62,0.1246710866689682,0.1425042301416397,0.7821051304509307,0.13616442680358887,0.7645098681240255
GCN-CfC,ESOL,17,63,0.10431045666337013,0.17067575454711914,0.8559279232875168,0.15830209851264954,0.8243177092385634
GCN-CfC,ESOL,17,64,0.1781989550217986,0.331373929977417,1.1926430707953244,0.3344176709651947,1.1981078230333482
GCN-CfC,ESOL,17,65,0.25347113981842995,0.24924863874912262,1.034350329793517,0.24803072214126587,1.0318201974032526
GCN-CfC,ESOL,17,66,0.2567736990749836,0.32638704776763916,1.1836348926204505,0.32226455211639404,1.1761361027056807
GCN-CfC,ESOL,17,67,0.1558583602309227,0.23561997711658478,1.0056742377404495,0.2521217465400696,1.0402947483169636
GCN-CfC,ESOL,17,68,0.14224948082119226,0.24583542346954346,1.0272437797612437,0.2885906994342804,1.1129930089609326
GCN-CfC,ESOL,17,69,0.11191282328218222,0.24638456106185913,1.0283904454731452,0.21267956495285034,0.955463667050532
GCN-CfC,ESOL,17,70,0.09114772989414632,0.1441045105457306,0.7864843115821237,0.17976675927639008,0.8784276040414442
GCN-CfC,ESOL,17,71,0.2557280445471406,0.18391475081443787,0.8885043478877087,0.1841696798801422,0.8891199344794796
GCN-CfC,ESOL,17,72,0.13538138382136822,0.22058025002479553,0.9730487016425643,0.23676326870918274,1.0081113032281457
GCN-CfC,ESOL,17,73,0.12870094273239374,0.20447173714637756,0.9368453601222849,0.1771346926689148,0.8719731156028301
GCN-CfC,ESOL,17,74,0.09489199984818697,0.16179555654525757,0.8333637152537602,0.1709403693675995,0.8565911720150524
GCN-CfC,ESOL,17,75,0.08535415027290583,0.14763692021369934,0.7960654990262606,0.15511810779571533,0.8159856488541295
GCN-CfC,ESOL,17,76,0.13966807536780834,0.1448117196559906,0.7884118069375756,0.15390489995479584,0.8127884352838434
GCN-CfC,ESOL,17,77,0.09061754960566759,0.16399572789669037,0.8390107392838887,0.15392161905765533,0.8128325442050307
GCN-CfC,ESOL,37,1,0.8275178521871567,0.9778468012809753,2.0487392177146773,0.9514248967170715,2.0208708638379953
GCN-CfC,ESOL,37,2,0.5285771228373051,0.7907319068908691,1.8423236566883823,0.7009716629981995,1.734608608699774
GCN-CfC,ESOL,37,3,0.42284663021564484,0.5681080222129822,1.561588860931105,0.5685317516326904,1.5621712911077423
GCN-CfC,ESOL,37,4,0.3208268880844116,0.4621037244796753,1.4083838062534153,0.409356027841568,1.3255676331218122
GCN-CfC,ESOL,37,5,0.3561221547424793,0.29808011651039124,1.1311436956207275,0.29634180665016174,1.1278407470514327
GCN-CfC,ESOL,37,6,0.27497164718806744,0.28636473417282104,1.1086923890053613,0.30901262164115906,1.1517001148745496
GCN-CfC,ESOL,37,7,0.2379257045686245,0.2729172110557556,1.082347617050891,0.2513939142227173,1.0387922236632194
GCN-CfC,ESOL,37,8,0.1897734673693776,0.2570698857307434,1.0504536738541572,0.2752157747745514,1.0868958559936288
GCN-CfC,ESOL,37,9,0.16748451627790928,0.20076623558998108,0.9283176877149012,0.2388145923614502,1.012468921514068
GCN-CfC,ESOL,37,10,0.2580310180783272,0.26505574584007263,1.0666449981713801,0.2651512026786804,1.0668371538668817
GCN-CfC,ESOL,37,11,0.21159029193222523,0.2727026343345642,1.0819220091833714,0.3177507817745209,1.1678703036968698
GCN-CfC,ESOL,37,12,0.23139353655278683,0.24091459810733795,1.0169107954387258,0.30165377259254456,1.137904070255192
GCN-CfC,ESOL,37,13,0.2214432880282402,0.19013482332229614,0.9034042072000559,0.22234374284744263,0.9769306557018824
GCN-CfC,ESOL,37,14,0.1758724581450224,0.22943606972694397,0.9923894181132097,0.2154645472764969,0.9616990831906841
GCN-CfC,ESOL,37,15,0.18085375428199768,0.1993066668510437,0.9249371893924955,0.22024878859519958,0.9723173723132464
GCN-CfC,ESOL,37,16,0.1839373093098402,0.2053559273481369,0.9388687949566604,0.2290058583021164,0.9914585950423187
GCN-CfC,ESOL,37,17,0.17837211303412914,0.2595491409301758,1.0555068612718226,0.27320411801338196,1.082916338456855
GCN-CfC,ESOL,37,18,0.21821232233196497,0.24508795142173767,1.0256808206360386,0.25953271985054016,1.0554735433496472
GCN-CfC,ESOL,37,19,0.17017875611782074,0.2301301211118698,0.9938892878677376,0.24354404211044312,1.0224452559499162
GCN-CfC,ESOL,37,20,0.15867894142866135,0.21793287992477417,0.9671919198620802,0.20849403738975525,0.94601518350437
GCN-CfC,ESOL,37,21,0.18969668820500374,0.19470541179180145,0.9141980258207635,0.18613123893737793,0.8938423402474596
GCN-CfC,ESOL,37,22,0.16849265340715647,0.2872307002544403,1.1103675056057738,0.19768981635570526,0.9211777135162345
GCN-CfC,ESOL,37,23,0.15712764114141464,0.1684897392988205,0.8504289554478729,0.150006964802742,0.8024297354291547
GCN-CfC,ESOL,37,24,0.20227134507149458,0.16919998824596405,0.8522194943998476,0.18723690509796143,0.8964932509836846
GCN-CfC,ESOL,37,25,0.14407479763031006,0.1621120572090149,0.8341783927705578,0.17759086191654205,0.8730951760945783
GCN-CfC,ESOL,37,26,0.23782779555767775,0.16103972494602203,0.8314149033315322,0.1745225042104721,0.8655197671762871
GCN-CfC,ESOL,37,27,0.1995066348463297,0.2085912525653839,0.9462357103485788,0.2502034604549408,1.0363297630322994
GCN-CfC,ESOL,37,28,0.21536876447498798,0.3104481101036072,1.1543720046636015,0.2888919413089752,1.1135738055328697
GCN-CfC,ESOL,37,29,0.20072863437235355,0.19494758546352386,0.9147663829740706,0.21168647706508636,0.9532303048417017
GCN-CfC,ESOL,37,30,0.1726582758128643,0.2540974020957947,1.044362883026674,0.21512682735919952,0.9609450983506914
GCN-CfC,ESOL,37,31,0.1596680609509349,0.20517615973949432,0.9384577944781289,0.19873027503490448,0.9235987307898721
GCN-CfC,ESOL,37,32,0.1391622070223093,0.20368705689907074,0.9350460997859814,0.20014764368534088,0.9268864661939624
GCN-CfC,ESOL,37,33,0.16310345381498337,0.22884277999401093,0.9911055184666496,0.21198312938213348,0.9538980382117523
GCN-CfC,ESOL,37,34,0.18441544100642204,0.16091054677963257,0.8310812958201779,0.15570417046546936,0.8175256529116626
GCN-CfC,ESOL,37,35,0.13684177678078413,0.20844845473766327,0.9459117849866625,0.18449564278125763,0.8899064427932277
GCN-CfC,ESOL,37,36,0.21356074046343565,0.19408643245697021,0.9127436848121321,0.15568505227565765,0.8174754902609798
GCN-CfC,ESOL,37,37,0.333486620336771,0.23220406472682953,0.9983577356131754,0.1922849416732788,0.9084979163394226
GCN-CfC,ESOL,37,38,0.14481277018785477,0.229032501578331,0.9915162767179431,0.23650042712688446,1.0075514699316668
GCN-CfC,ESOL,37,39,0.17481220979243517,0.33738601207733154,1.2034133466517127,0.31977295875549316,1.1715805701090642
GCN-CfC,ESOL,37,40,0.1688717119395733,0.3210112750530243,1.1738467603781513,0.2588408291339874,1.0540656623148252
GCN-CfC,ESOL,37,41,0.12659558933228254,0.21031229197978973,0.9501312955676106,0.2193385660648346,0.9703061003788777
GCN-CfC,ESOL,37,42,0.10816145595163107,0.18589918315410614,0.8932849247529727,0.19177310168743134,0.9072879569280371
GCN-CfC,ESOL,37,43,0.20563775207847357,0.20132213830947876,0.929601937852619,0.18715408444404602,0.8962949332408449
GCN-CfC,ESOL,37,44,0.14024470187723637,0.20553378760814667,0.9392753004515234,0.1896909475326538,0.9023491004686136
GCN-CfC,ESOL,37,45,0.12238343432545662,0.21130605041980743,0.9523733959011753,0.19026339054107666,0.9037095999228606
GCN-CfC,ESOL,37,46,0.09148172847926617,0.16449859738349915,0.8402960690345688,0.16386093199253082,0.8386659036538373
GCN-CfC,ESOL,37,47,0.11736509948968887,0.20245783030986786,0.9322203425965767,0.19352343678474426,0.9114189720737356
GCN-CfC,ESOL,37,48,0.11534443963319063,0.19950106739997864,0.9253880434334374,0.1439955234527588,0.786186870351197
GCN-CfC,ESOL,37,49,0.1693418864160776,0.17374902963638306,0.863599658087945,0.14582662284374237,0.7911698179311483
GCN-CfC,ESOL,37,50,0.1187651939690113,0.16658492386341095,0.8456081134381642,0.15074706077575684,0.8044068300697023
GCN-CfC,ESOL,37,51,0.0918411542661488,0.16546252369880676,0.8427545538739357,0.1439158022403717,0.7859691757583814
GCN-CfC,ESOL,37,52,0.12439452018588781,0.17402535676956177,0.8642861226935474,0.15547087788581848,0.816912991166387
GCN-CfC,ESOL,37,53,0.11119841877371073,0.16563141345977783,0.8431844935483396,0.1604681760072708,0.8299381990864295
GCN-CfC,ESOL,37,54,0.13053049938753247,0.172245591878891,0.8598552748975106,0.16614511609077454,0.8444911033270156
GCN-ODE,ESOL,7,1,0.7937337383627892,0.9344602823257446,2.0027729123721176,0.8978636264801025,1.9631634726605918
GCN-ODE,ESOL,7,2,0.47799837961792946,0.5812376737594604,1.5795309772164805,0.5548396706581116,1.5432455466468982
GCN-ODE,ESOL,7,3,0.3236448746174574,0.38192734122276306,1.2803881467967124,0.41128161549568176,1.328681649632886
GCN-ODE,ESOL,7,4,0.4394822120666504,0.3096912205219269,1.1529640209443763,0.31762465834617615,1.1676384704453169
GCN-ODE,ESOL,7,5,0.3935915622860193,0.26965057849884033,1.0758505339740887,0.3033340573310852,1.1410689339204327
GCN-ODE,ESOL,7,6,0.2992416825145483,0.2887531816959381,1.1133063062558626,0.3037944436073303,1.1419346228089309
GCN-ODE,ESOL,7,7,0.2913713101297617,0.39170411229133606,1.2966727133481628,0.38124561309814453,1.2792449241747714
GCN-ODE,ESOL,7,8,0.3752395547926426,0.3140317499637604,1.1610156642635814,0.27053144574165344,1.0776064634721167
GCN-ODE,ESOL,7,9,0.26355426013469696,0.26147106289863586,1.0594076145969344,0.2447873055934906,1.0250516203931
GCN-ODE,ESOL,7,10,0.3345418907701969,0.2594325542449951,1.05526988586472,0.29453185200691223,1.124391232130049
GCN-ODE,ESOL,7,11,0.2881627734750509,0.23715996742248535,1.008955433098511,0.24405083060264587,1.0235084916746966
GCN-ODE,ESOL,7,12,0.236076507717371,0.2243274599313736,0.9812790155676583,0.2160811573266983,0.9630742391271522
GCN-ODE,ESOL,7,13,0.2167359534651041,0.24535688757896423,1.0262434836772008,0.22900839149951935,0.9914641258956005
GCN-ODE,ESOL,7,14,0.20693578757345676,0.32248368859291077,1.1765358363318024,0.3095627427101135,1.1527248980689415
GCN-ODE,ESOL,7,15,0.16091100126504898,0.2352331578731537,1.0048484091991043,0.23233728110790253,0.9986440883621363
GCN-ODE,ESOL,7,16,0.14523950312286615,0.20146510004997253,0.9299319931514329,0.22120822966098785,0.9744329197217921
GCN-ODE,ESOL,7,17,0.15752219781279564,0.2727576196193695,1.0820309745705594,0.2270989865064621,0.9873221647713565
GCN-ODE,ESOL,7,18,0.1712704412639141,0.2637070119380951,1.063927701010266,0.24371567368507385,1.0228054045685444
GCN-ODE,ESOL,7,19,0.15729409269988537,0.1957605630159378,0.9166718107136975,0.19230160117149353,0.9085372474269606
GCN-ODE,ESOL,7,20,0.17460205499082804,0.18764938414096832,0.8974801311578208,0.18813537061214447,0.8986415797110398
GCN-ODE,ESOL,7,21,0.15563013311475515,0.24165822565555573,1.0184789027752388,0.27433982491493225,1.0851648449814855
GCN-ODE,ESOL,7,22,0.1687572794035077,0.1670614629983902,0.8468167063226896,0.16603347659111023,0.8442074277500882
GCN-ODE,ESOL,7,23,0.16487987898290157,0.19281336665153503,0.9097453487326607,0.21733756363391876,0.9658699601452782
GCN-ODE,ESOL,7,24,0.11568922828882933,0.1643780767917633,0.8399882347554565,0.16544471681118011,0.8427091819340818
GCN-ODE,ESOL,7,25,0.10862664692103863,0.17669440805912018,0.8708887928242376,0.1893988698720932,0.9016541327018418
GCN-ODE,ESOL,7,26,0.13689450081437826,0.19126905500888824,0.9060948008797451,0.19059377908706665,0.9044938995404433
GCN-ODE,ESOL,7,27,0.17542105913162231,0.1605311930179596,0.83010113852519,0.15893703699111938,0.8259691932188921
GCN-ODE,ESOL,7,28,0.22170804254710674,0.2157949060201645,0.9624360967452843,0.22951190173625946,0.9925534632237615
GCN-ODE,ESOL,7,29,0.13737019803375006,0.27234598994255066,1.081214238275506,0.22223791480064392,0.9766981717280531
GCN-ODE,ESOL,7,30,0.1277681440114975,0.24495644867420197,1.025405680228018,0.2917771339416504,1.1191207058450392
GCN-ODE,ESOL,7,31,0.1378758167847991,0.15091633796691895,0.8048583284545168,0.17002902925014496,0.854304771578713
GCN-ODE,ESOL,7,32,0.12813157215714455,0.16537053883075714,0.8425202414800604,0.17324863374233246,0.8623552491170788
GCN-ODE,ESOL,7,33,0.1035089772194624,0.16682887077331543,0.8462270122769778,0.18621686100959778,0.8940479022170681
GCN-ODE,ESOL,7,34,0.21289238519966602,0.15163381397724152,0.8067691137214658,0.14860518276691437,0.7986716791119317
GCN-ODE,ESOL,7,35,0.14542905520647764,0.2029721736907959,0.933403793865575,0.22798605263233185,0.9892486240453553
GCN-ODE,ESOL,7,36,0.10409317491576076,0.20323511958122253,0.9340081352680105,0.18317295610904694,0.8867106836431015
GCN-ODE,ESOL,7,37,0.11069500911980867,0.16588565707206726,0.8438314116019902,0.18599052727222443,0.8935044238018892
GCN-ODE,ESOL,7,38,0.09314512833952904,0.13214196264743805,0.7531329522563822,0.16093948483467102,0.8311560957793352
GCN-ODE,ESOL,7,39,0.1244530975818634,0.14074809849262238,0.777271133174813,0.14093948900699615,0.7777995397914115
GCN-ODE,ESOL,7,40,0.12342024967074394,0.16958919167518616,0.853199042436319,0.18243256211280823,0.884916886290078
GCN-ODE,ESOL,7,41,0.10723708104342222,0.2463063895702362,1.0282272195293602,0.21289364993572235,0.9559444250907854
GCN-ODE,ESOL,7,42,0.1452834215015173,0.19516676664352417,0.9152805005774152,0.17290212213993073,0.8614923921715206
GCN-ODE,ESOL,7,43,0.16087926365435123,0.19258491694927216,0.9092062711670605,0.20293353497982025,0.9333148683413061
GCN-ODE,ESOL,7,44,0.11749687977135181,0.19796334207057953,0.9218147710748529,0.17606988549232483,0.8693482568879691
GCN-ODE,ESOL,7,45,0.11955356225371361,0.17855744063854218,0.8754679926975018,0.18365758657455444,0.8878829640210285
GCN-ODE,ESOL,7,46,0.11281116958707571,0.14589907228946686,0.7913662733730537,0.1399325281381607,0.7750159446552759
GCN-ODE,ESOL,7,47,0.14927453268319368,0.1359872668981552,0.7640123315734673,0.14564159512519836,0.7906676480698351
