model,dataset,seed,epoch,train_loss,val_loss,val_rmse,test_loss,test_rmse
GCN-CfC,Lipophilicity,7,26,0.20436542563968235,0.7531092166900635,1.0617083798113287,0.698203831911087,1.0145348787323627
GCN-CfC,Lipophilicity,7,27,0.21000385919102915,0.4573816955089569,0.8445587520726516,0.5228061005473137,0.8650004326813778
GCN-CfC,Lipophilicity,7,28,0.20928972297244602,0.5030066892504692,0.8776980763948329,0.5032698065042496,0.8615214504996498
GCN-CfC,Lipophilicity,7,29,0.20437587908020727,0.42415962368249893,0.8178360387776681,0.39751408249139786,0.7647336325314
GCN-CfC,Lipophilicity,7,30,0.18595203978044014,0.39113860204815865,0.7870107735716808,0.43239106237888336,0.7876158190132962
GCN-CfC,Lipophilicity,7,31,0.20935825672414568,0.37810972705483437,0.7717349261241184,0.38062717020511627,0.7478100673254977
GCN-CfC,Lipophilicity,7,32,0.1884617430192453,0.39079536497592926,0.7728301852462892,0.4660564512014389,0.8149193543044171
GCN-CfC,Lipophilicity,7,33,0.18854093110119854,0.4325135350227356,0.8180362910355707,0.4343692362308502,0.7892703169804683
GCN-CfC,Lipophilicity,7,34,0.17019968893792894,0.38865630328655243,0.7782023686318292,0.39059270173311234,0.7425846844041815
GCN-CfC,Lipophilicity,7,35,0.19800006184313032,0.3917052745819092,0.7791457639192156,0.3905118480324745,0.7481048800536316
GCN-CfC,Lipophilicity,7,36,0.17670122451252407,0.44810301810503006,0.8280348458789869,0.4155638739466667,0.7909213539745356
GCN-CfC,Lipophilicity,7,37,0.18483969320853552,0.3901405408978462,0.7834507652958217,0.39767395704984665,0.7623339394018079
GCN-CfC,Lipophilicity,7,38,0.16713308211829928,0.3680662401020527,0.7595330988193055,0.3930466026067734,0.7527096200385254
GCN-CfC,Lipophilicity,7,39,0.15876551386382845,0.4078413397073746,0.7836169436246464,0.3843090459704399,0.7570393738049946
GCN-CfC,Lipophilicity,7,40,0.15656276847477313,0.37936006486415863,0.7772992758752082,0.41201530396938324,0.7660203419043604
GCN-CfC,Lipophilicity,7,41,0.15957282262819786,0.4019683450460434,0.7960413517802006,0.3647788166999817,0.7409495419248121
GCN-CfC,Lipophilicity,7,42,0.15031977770505128,0.38060348480939865,0.7638977965403914,0.36226142942905426,0.7353584116987841
GCN-CfC,Lipophilicity,7,43,0.14888558591957446,0.4217500314116478,0.8070559413858777,0.4041927829384804,0.7659360681876064
GCN-CfC,Lipophilicity,7,44,0.14202256197178806,0.36255601048469543,0.7613347185846588,0.3660695403814316,0.7343355127635007
GCN-CfC,Lipophilicity,7,45,0.17656443102492225,0.39922356605529785,0.7913674408113736,0.3581589311361313,0.7400996505810702
GCN-CfC,Lipophilicity,7,46,0.15188168513554115,0.485197976231575,0.8620326476010582,0.5430503636598587,0.8814710705013513
GCN-CfC,Lipophilicity,7,47,0.14748146495333425,0.3859046809375286,0.7816447214517765,0.44354768097400665,0.8054415308796039
GCN-CfC,Lipophilicity,7,48,0.13827803620585688,0.388962984085083,0.7890421420955386,0.3653201088309288,0.7453847182371379
GCN-CfC,Lipophilicity,7,49,0.14186063270877908,0.36796051263809204,0.7568371188246829,0.3659175634384155,0.7307573452168294
GCN-CfC,Lipophilicity,7,50,0.14312614334954155,0.36064207553863525,0.7595073976991462,0.36547471582889557,0.7298506299141516
GCN-CfC,Lipophilicity,7,51,0.14988562851040452,0.40221983939409256,0.7980675095753383,0.40660786628723145,0.7734566117824959
GCN-CfC,Lipophilicity,7,52,0.16354769633875954,0.39780357480049133,0.7806940389360402,0.45870140194892883,0.8002046323368049
GCN-CfC,Lipophilicity,7,53,0.13038854604517972,0.3917415551841259,0.7895862616197006,0.37739066034555435,0.7533033658357446
GCN-CfC,Lipophilicity,7,54,0.13162503584667487,0.4110144153237343,0.8010482343016717,0.3998929187655449,0.7736678117724152
GCN-CfC,Lipophilicity,7,55,0.12193633395212668,0.41502704471349716,0.8011071263136443,0.3623330816626549,0.7404351679247686
GCN-CfC,Lipophilicity,7,56,0.1349283296752859,0.39827370271086693,0.7975020466003944,0.38025498390197754,0.750229959201817
GCN-CfC,Lipophilicity,7,57,0.13014925547220088,0.4247390776872635,0.8133652921231846,0.4021415188908577,0.7720340750171059
GCN-CfC,Lipophilicity,7,58,0.12222605695327123,0.37713848426938057,0.7785105550536785,0.36128516495227814,0.7353897388776715
GCN-CfC,Lipophilicity,7,59,0.13705882292102883,0.3971669599413872,0.780248610539591,0.38383714109659195,0.7542306073799538
GCN-CfC,Lipophilicity,7,60,0.14150309838630534,0.36821045726537704,0.7639657550247025,0.3950637951493263,0.7601348842586069
GCN-CfC,Lipophilicity,7,61,0.15471068990451317,0.477908119559288,0.8557984226378088,0.43559733778238297,0.8124018756595937
GCN-CfC,Lipophilicity,7,62,0.1280234000749058,0.366784930229187,0.7621553783522033,0.35488948225975037,0.7253624223969222
GCN-CfC,Lipophilicity,7,63,0.12498633784276468,0.4084617868065834,0.7948405906115028,0.38486726582050323,0.7534496525686644
GCN-CfC,Lipophilicity,7,64,0.1384788519806332,0.39288321137428284,0.79080860584325,0.3487502448260784,0.7371422595040696
GCN-CfC,Lipophilicity,7,65,0.1379344755852664,0.36073363199830055,0.7554686569008676,0.3497839793562889,0.7230255832762492
GCN-CfC,Lipophilicity,7,66,0.12794028995213685,0.45484234392642975,0.8235246167073378,0.4332757145166397,0.7952073168196331
GCN-CfC,Lipophilicity,7,67,0.1347113287559262,0.36578381434082985,0.7650973000076552,0.3673980012536049,0.7368714126874916
GCN-CfC,Lipophilicity,7,68,0.1296516756216685,0.36001232266426086,0.7568442067340588,0.3524080738425255,0.7270877539237082
GCN-CfC,Lipophilicity,7,69,0.11711643139521281,0.42687585204839706,0.8223913463609441,0.4079190716147423,0.7779580760682493
GCN-CfC,Lipophilicity,7,70,0.1282353597106757,0.3649912029504776,0.7556717908458632,0.374772347509861,0.7390764585955133
GCN-CfC,Lipophilicity,7,71,0.11980726487106746,0.35673534125089645,0.741380393217515,0.3765380084514618,0.7451147476896286
GCN-CfC,Lipophilicity,7,72,0.12500018571262006,0.3544973023235798,0.7433224482943904,0.36361128836870193,0.7366885408617607
GCN-CfC,Lipophilicity,7,73,0.11620240437763708,0.35919805243611336,0.7523655936772876,0.4127781614661217,0.7674424922782913
GCN-CfC,Lipophilicity,7,74,0.11319263279438019,0.36194897070527077,0.7597419715474729,0.36916419118642807,0.7437254380730421
GCN-CfC,Lipophilicity,7,75,0.1121781137254503,0.5607026740908623,0.9409606005399448,0.5288320928812027,0.8882457675741742
GCN-CfC,Lipophilicity,7,76,0.1147359190163789,0.3796665295958519,0.7697802300608065,0.3584146946668625,0.7351683936904874
GCN-CfC,Lipophilicity,7,77,0.11697399892188885,0.3464493937790394,0.7415935750013251,0.3185768648982048,0.6935921721452304
GCN-CfC,Lipophilicity,7,78,0.10465725014607112,0.3610847741365433,0.7559220635492679,0.3440261334180832,0.7124553867226132
GCN-CfC,Lipophilicity,7,79,0.10400607133353199,0.4157058373093605,0.8000734876616192,0.39958398789167404,0.7711805687044194
GCN-CfC,Lipophilicity,7,80,0.10324704150358836,0.41256125271320343,0.8071340755751735,0.38022882491350174,0.7597983777358491
GCN-CfC,Lipophilicity,7,81,0.11052411960230933,0.40440692007541656,0.7993907486092751,0.37984175235033035,0.7618282532843533
GCN-CfC,Lipophilicity,7,82,0.11828107607585413,0.3803543224930763,0.7734922139245043,0.3812498524785042,0.752465724861518
GCN-CfC,Lipophilicity,7,83,0.10454318479255394,0.37123874574899673,0.7727925472560621,0.3417617306113243,0.7300636269654017
GCN-CfC,Lipophilicity,7,84,0.10743317214979066,0.49214687943458557,0.8829813095330907,0.4510449543595314,0.828657518868299
GCN-CfC,Lipophilicity,7,85,0.10109084844589233,0.3500191904604435,0.7405255230762144,0.3380304053425789,0.7129488150480495
GCN-CfC,Lipophilicity,7,86,0.09519956122945857,0.3403990902006626,0.7376075779315613,0.3317880257964134,0.7059643530667135
GCN-CfC,Lipophilicity,7,87,0.10077569274990647,0.34667909517884254,0.745868588969336,0.3298286125063896,0.7047396875244707
GCN-CfC,Lipophilicity,7,88,0.11302988755482214,0.5299503207206726,0.9188489873590435,0.4492127373814583,0.8361483512990362
GCN-CfC,Lipophilicity,7,89,0.12286732649361645,0.43174226582050323,0.8151477074902133,0.4533836916089058,0.8146261493393202
GCN-CfC,Lipophilicity,7,90,0.1359964934764085,0.40952106565237045,0.7866467424943417,0.4124026373028755,0.7787960804857784
GCN-CfC,Lipophilicity,7,91,0.11086569919630333,0.3509715609252453,0.7467986367104402,0.3528243377804756,0.7254353465816284
GCN-CfC,Lipophilicity,7,92,0.12221902553681974,0.3510974273085594,0.7467902961486671,0.3608199581503868,0.7341384100771491
GCN-CfC,Lipophilicity,7,93,0.09595802288364481,0.3830842822790146,0.7826219338181974,0.3394022285938263,0.7212034313565641
GCN-CfC,Lipophilicity,7,94,0.09679693618306408,0.4048197343945503,0.7942923787847932,0.38932403922080994,0.7659162629077013
GCN-CfC,Lipophilicity,7,95,0.0929704396813004,0.3515726439654827,0.7457457125109229,0.3781830817461014,0.744129290957505
GCN-CfC,Lipophilicity,7,96,0.09662136297535014,0.3811023458838463,0.7718008430472398,0.38090869039297104,0.7597111778068639
GCN-CfC,Lipophilicity,7,97,0.0937725633934692,0.3573770597577095,0.744705626490834,0.3801426440477371,0.7497944947663102
GCN-CfC,Lipophilicity,7,98,0.10053436347731838,0.33299852535128593,0.717732164922027,0.34976013004779816,0.7191861529342224
GCN-CfC,Lipophilicity,7,99,0.093210163767691,0.3856852501630783,0.7716321586352213,0.38340140879154205,0.7648248188921727
GCN-CfC,Lipophilicity,7,100,0.08387728808102785,0.341073177754879,0.7298229443069917,0.3394702300429344,0.7110228015741604
GCN-CfC,Lipophilicity,17,1,0.9068986663111934,1.0578254461288452,1.1983844949273126,0.7355876117944717,1.0699396528178573
GCN-CfC,Lipophilicity,17,2,0.6499430283352181,0.7470124363899231,1.0259392133704852,0.6596285551786423,0.9978438616948457
GCN-CfC,Lipophilicity,17,3,0.5413247181309594,0.9757142663002014,1.229726270672777,1.086921364068985,1.2631167293468453
GCN-CfC,Lipophilicity,17,4,0.43342234580605116,0.6043883413076401,0.9523231385201284,0.5629363358020782,0.9025962773481064
GCN-CfC,Lipophilicity,17,5,0.3973358902666304,0.9297888725996017,1.206195974375453,0.9910421222448349,1.1980489685418414
GCN-CfC,Lipophilicity,17,6,0.37145349935249045,0.9523049741983414,1.1801015367303815,0.8947830498218536,1.1573582570271608
GCN-CfC,Lipophilicity,17,7,0.35887796128237687,0.4723080173134804,0.8389850573612887,0.40892550349235535,0.7882677740602991
GCN-CfC,Lipophilicity,17,8,0.3393219532790007,0.5469186380505562,0.9142320915765162,0.48597265779972076,0.8406103849026836
GCN-CfC,Lipophilicity,17,9,0.32011764137833204,0.5830085128545761,0.9305375644659065,0.5781284123659134,0.9261349674305814
GCN-CfC,Lipophilicity,17,10,0.29649299217594993,0.47037287056446075,0.8435247261819107,0.4619006961584091,0.8234762671246498
GCN-CfC,Lipophilicity,17,11,0.2787310911549462,0.480630561709404,0.8576147605463768,0.5053802281618118,0.8442210189616574
GCN-CfC,Lipophilicity,17,12,0.2688824319177204,0.4265364110469818,0.8055248533259008,0.3913961723446846,0.7632891386126184
GCN-CfC,Lipophilicity,17,13,0.2657240182161331,0.4175553098320961,0.8078408168057577,0.4037656709551811,0.7764938155257737
GCN-CfC,Lipophilicity,17,14,0.24354811123123876,0.4877312630414963,0.8625056377171348,0.4378030151128769,0.8188019786962688
GCN-CfC,Lipophilicity,17,15,0.2856461742409953,0.4201935604214668,0.8071735459737607,0.4029788449406624,0.7746154600242035
GCN-CfC,Lipophilicity,17,16,0.2901483271960859,0.5078170523047447,0.8872713224203398,0.5592377260327339,0.8942431189912449
GCN-CfC,Lipophilicity,17,17,0.23955991367499033,0.5558515191078186,0.9216667521984298,0.5604830682277679,0.9083234809784462
GCN-CfC,Lipophilicity,17,18,0.22982457832053857,0.42949942499399185,0.8212832202318029,0.4503609910607338,0.8221315831910736
GCN-CfC,Lipophilicity,17,19,0.23142894936932457,0.4346482530236244,0.8214201941566491,0.46373964101076126,0.8198702392021151
GCN-CfC,Lipophilicity,17,20,0.22933199008305868,0.45630667358636856,0.8292284757174245,0.44616318494081497,0.8154230722855733
GCN-CfC,Lipophilicity,17,21,0.22902434512420936,0.3922695592045784,0.7750220203347671,0.37441644817590714,0.7466328056638888
GCN-CfC,Lipophilicity,17,22,0.22655332971502234,0.5023102834820747,0.8763678281852705,0.5019970834255219,0.8522552332383135
GCN-CfC,Lipophilicity,17,23,0.23495801124307844,0.391837015748024,0.7821862523506752,0.37556565552949905,0.752205665093277
GCN-CfC,Lipophilicity,17,24,0.20843821377665908,0.38876520097255707,0.7764824163947796,0.39937537908554077,0.7678898767926993
GCN-CfC,Lipophilicity,17,25,0.20197322026447015,0.3938388079404831,0.7881726828179016,0.390134759247303,0.7644521722022558
GCN-CfC,Lipophilicity,17,26,0.2045508269910459,0.43481120467185974,0.8217860837348102,0.41369129717350006,0.7900220494271569
GCN-CfC,Lipophilicity,17,27,0.19717054703721293,0.37592361867427826,0.7663298495881202,0.39377762377262115,0.7746807856112974
GCN-CfC,Lipophilicity,17,28,0.20347427052480202,0.46791480481624603,0.8448414983449527,0.4651230275630951,0.8323448915296503
GCN-CfC,Lipophilicity,17,29,0.18755263669623268,0.5522144362330437,0.9185867501887753,0.5025156512856483,0.8780519529756361
GCN-CfC,Lipophilicity,17,30,0.18012519511911604,0.3711113780736923,0.7683474347302417,0.3601268529891968,0.7298822343235518
GCN-CfC,Lipophilicity,17,31,0.18516750247390182,0.43528785556554794,0.8169251394608467,0.448361337184906,0.8113539756362957
GCN-CfC,Lipophilicity,17,32,0.18565626111295488,0.36916613578796387,0.7676039829703439,0.3946997970342636,0.763197300178323
GCN-CfC,Lipophilicity,17,33,0.18318795440373598,0.4263872280716896,0.8013577130859584,0.41579073667526245,0.7855735163484145
GCN-CfC,Lipophilicity,17,34,0.18390612386994892,0.3856528028845787,0.7718007272052132,0.3649009019136429,0.7488914482871308
GCN-CfC,Lipophilicity,17,35,0.17336728506618077,0.4018498957157135,0.7798774870001148,0.395930252969265,0.763731737058963
GCN-CfC,Lipophilicity,17,36,0.16537265093238265,0.38946060091257095,0.7862396357206479,0.35824304074048996,0.7386697221439162
GCN-CfC,Lipophilicity,17,37,0.17733197686848817,0.37618718296289444,0.7554204489446161,0.34750212728977203,0.7306550548235821
GCN-CfC,Lipophilicity,17,38,0.17318084256516564,0.39493032544851303,0.7841445705964081,0.36845584213733673,0.7508001033388615
GCN-CfC,Lipophilicity,17,39,0.16766266993902348,0.3798162341117859,0.7622375677664465,0.409420482814312,0.7782878414258623
GCN-CfC,Lipophilicity,17,40,0.1707646637051194,0.38296910375356674,0.7783881604191059,0.39149701595306396,0.7617754401605777
GCN-CfC,Lipophilicity,17,41,0.16011358107681628,0.3807678818702698,0.7677443617946301,0.38101085275411606,0.7584433928120478
GCN-CfC,Lipophilicity,17,42,0.14994115741164596,0.38936060667037964,0.781597251012745,0.36188169568777084,0.7387935737888026
GCN-CfC,Lipophilicity,17,43,0.16784049267018283,0.4267824664711952,0.822304477815754,0.38157743960618973,0.7673121178254676
GCN-CfC,Lipophilicity,17,44,0.1632209583013146,0.45452597737312317,0.841424386086696,0.4827984645962715,0.8389177051827138
GCN-CfC,Lipophilicity,17,45,0.17314642281443984,0.38070354610681534,0.7667985213617188,0.3889613598585129,0.7611495018378119
GCN-CfC,Lipophilicity,17,46,0.14286885658899942,0.3643176928162575,0.7524872307311817,0.3417169004678726,0.7243876979264599
GCN-CfC,Lipophilicity,17,47,0.14162781558654927,0.3551533669233322,0.7490950529037768,0.36758556962013245,0.7452140935074973
GCN-CfC,Lipophilicity,17,48,0.14110956258243984,0.3909505307674408,0.7771936012829249,0.36165888607501984,0.7419878239313815
GCN-CfC,Lipophilicity,17,49,0.15011925719402455,0.43041399121284485,0.8181774146510601,0.4092988967895508,0.7815959164607456
GCN-CfC,Lipophilicity,17,50,0.1573817437445676,0.35807862505316734,0.7480083485535224,0.3493332415819168,0.7259240986132636
GCN-CfC,Lipophilicity,17,51,0.13990219351318148,0.41951996833086014,0.7998957133865382,0.39826004952192307,0.7869257180228195
GCN-CfC,Lipophilicity,17,52,0.13186494454189582,0.3618117570877075,0.7598220686552033,0.3365596830844879,0.7198776852504157
GCN-CfC,Lipophilicity,17,53,0.14221097722097678,0.4232589453458786,0.8002663422321808,0.4202551692724228,0.7923209264225466
GCN-CfC,Lipophilicity,17,54,0.15026941923079667,0.3576784320175648,0.7491130750354017,0.33820442482829094,0.726365749832622
GCN-CfC,Lipophilicity,17,55,0.14354413830571705,0.3627910166978836,0.7522758286854074,0.4231969565153122,0.7876556242713494
GCN-CfC,Lipophilicity,17,56,0.12833547647352572,0.3584849461913109,0.7464679358891498,0.36036838591098785,0.7439842159868331
GCN-CfC,Lipophilicity,17,57,0.13798304012528173,0.35258862003684044,0.7491392521055465,0.328224316239357,0.7154560072814419
GCN-CfC,Lipophilicity,17,58,0.16478758691637604,0.39351779222488403,0.7813415092280815,0.37733466923236847,0.7538345777211899
GCN-CfC,Lipophilicity,17,59,0.16337334447436863,0.4670853167772293,0.843468513158867,0.3925098106265068,0.7810708794295045
GCN-CfC,Lipophilicity,17,60,0.1367445621225569,0.376986600458622,0.7625849176242487,0.3446722477674484,0.7239137173816489
GCN-CfC,Lipophilicity,17,61,0.11404379788372251,0.34866347908973694,0.7385500463988657,0.37394557893276215,0.7511334596393362
GCN-CfC,Lipophilicity,17,62,0.1318632968597942,0.3644198700785637,0.7492163855999661,0.37714094668626785,0.7559449297763384
GCN-CfC,Lipophilicity,17,63,0.12326275833227017,0.45965476334095,0.8432059476662558,0.41523493081331253,0.7984012125208636
GCN-CfC,Lipophilicity,17,64,0.133525262552279,0.36237818747758865,0.752221235557609,0.355393148958683,0.7328049535301774
GCN-CfC,Lipophilicity,17,65,0.1369038505686654,0.3951199874281883,0.7794661565117412,0.3801124170422554,0.7556224520682138
GCN-CfC,Lipophilicity,17,66,0.14150080719479807,0.5280210450291634,0.894744414538856,0.5794209539890289,0.9234599373765402
GCN-CfC,Lipophilicity,17,67,0.12912474627848025,0.34126346930861473,0.7340920491643202,0.33568019419908524,0.7192900328913078
GCN-CfC,Lipophilicity,17,68,0.11978683510312328,0.34590944647789,0.7359796807578548,0.3344329744577408,0.715100560152573
GCN-CfC,Lipophilicity,17,69,0.12607753332014437,0.3448280543088913,0.7393378714544583,0.3336864858865738,0.7147521914021221
GCN-CfC,Lipophilicity,17,70,0.12460461810783104,0.36451494693756104,0.7613621586199101,0.342392235994339,0.7233700500419118
GCN-CfC,Lipophilicity,17,71,0.11129338570215085,0.35544778034090996,0.7523424998240319,0.3634820878505707,0.7407783381757493
GCN-CfC,Lipophilicity,17,72,0.11645736269376895,0.32831650599837303,0.7113455555019853,0.3271600641310215,0.7116009477590819
GCN-CfC,Lipophilicity,17,73,0.11955227537287606,0.3506390228867531,0.7465995551997284,0.41159023344516754,0.7950736610907263
GCN-CfC,Lipophilicity,17,74,0.11985704247598294,0.4006253555417061,0.7844892107122557,0.37343695014715195,0.7595273308573398
GCN-CfC,Lipophilicity,17,75,0.1127940438411854,0.3339100815355778,0.7287126944466307,0.34912437945604324,0.7301744490383393
GCN-CfC,Lipophilicity,17,76,0.10976151597720606,0.3399129994213581,0.735367489828445,0.34803254157304764,0.7303800069992168
GCN-CfC,Lipophilicity,17,77,0.11421029600832197,0.32438184693455696,0.7100930281258837,0.3396848663687706,0.716954601095525
GCN-CfC,Lipophilicity,17,78,0.10884215986287152,0.37201499193906784,0.7519929949606643,0.3794686496257782,0.7479457936331151
GCN-CfC,Lipophilicity,17,79,0.10535460075846424,0.3571317680180073,0.7470410709018798,0.33278539031744003,0.7143465825099852
GCN-CfC,Lipophilicity,17,80,0.1144238864934003,0.35987792164087296,0.7506808131397091,0.35535480827093124,0.7377087022991778
GCN-CfC,Lipophilicity,17,81,0.10855072874713827,0.48393650352954865,0.854589454564479,0.47533032298088074,0.8487915312054221
GCN-CfC,Lipophilicity,17,82,0.12074195814353449,0.35423270612955093,0.7348896820293951,0.3694506138563156,0.7487701425406338
GCN-CfC,Lipophilicity,17,83,0.1084383761993161,0.3342549242079258,0.7221218298151927,0.3409310504794121,0.7159071969754487
GCN-CfC,Lipophilicity,17,84,0.09536118529461048,0.37126342952251434,0.7552321243923436,0.4150131270289421,0.7902226747484822
GCN-CfC,Lipophilicity,17,85,0.10494860151299724,0.41515908390283585,0.8035175744433161,0.4004553109407425,0.782200883117622
GCN-CfC,Lipophilicity,17,86,0.12439575018706145,0.4284239187836647,0.815124308344374,0.4897110313177109,0.8503856401205384
GCN-CfC,Lipophilicity,17,87,0.10160332918167114,0.37699825316667557,0.7571800581707667,0.3826567977666855,0.7548282105116275
GCN-CfC,Lipophilicity,17,88,0.1238521941834026,0.34803755953907967,0.7391457315237703,0.34602635353803635,0.7282292925754926
GCN-CfC,Lipophilicity,17,89,0.10037886599699657,0.35611648857593536,0.7578858015651905,0.33553920686244965,0.7165872542792349
GCN-CfC,Lipophilicity,17,90,0.10426539734557823,0.3672352135181427,0.75115972500168,0.3381006345152855,0.7237584137633394
GCN-CfC,Lipophilicity,17,91,0.09553761863046223,0.33698152005672455,0.7259683127726047,0.3211766742169857,0.7056647525871613
GCN-CfC,Lipophilicity,17,92,0.09845705882266716,0.33907200396060944,0.723755737242417,0.3467489406466484,0.730599580360102
GCN-CfC,Lipophilicity,17,93,0.10359780766345837,0.37735869362950325,0.7705975421057442,0.3538050428032875,0.7357304421488118
GCN-CfC,Lipophilicity,17,94,0.10319177392456266,0.33694008737802505,0.7285699491726256,0.3436364531517029,0.7294117833450575
GCN-CfC,Lipophilicity,17,95,0.09426043458558896,0.3384813331067562,0.7334038014222123,0.35535892099142075,0.7353005765182453
GCN-CfC,Lipophilicity,17,96,0.0990966475672192,0.32657552883028984,0.7118999547829489,0.33151334524154663,0.7090493164585371
GCN-CfC,Lipophilicity,17,97,0.10897321778315085,0.35733936727046967,0.7382282863773354,0.32115430012345314,0.7051431726265418
GCN-CfC,Lipophilicity,37,1,0.904192156261868,0.9960178434848785,1.1628693988414613,0.7016713172197342,1.0450244318465134
GCN-CfC,Lipophilicity,37,2,0.6483567931033947,0.7052144557237625,1.0278501821623278,0.6069474592804909,0.9721402251012862
GCN-CfC,Lipophilicity,37,3,0.52218406730228,0.5815776735544205,0.920495860513707,0.49080467224121094,0.8648783551936837
GCN-CfC,Lipophilicity,37,4,0.4776016926323926,0.6419402211904526,0.9835115915031366,0.6287166327238083,0.9650176968706001
GCN-CfC,Lipophilicity,37,5,0.42010307643148637,0.4958423525094986,0.8654746933867468,0.5140298008918762,0.8532519948149733
GCN-CfC,Lipophilicity,37,6,0.3898703776024006,0.740571603178978,1.0496676759247598,0.6746721118688583,0.9990320587531997
GCN-CfC,Lipophilicity,37,7,0.3638376554957143,0.5804472118616104,0.9257338306499382,0.5796231031417847,0.9347451424177882
GCN-CfC,Lipophilicity,37,8,0.3671586910883586,0.6947547048330307,1.036402344589202,0.7256714403629303,1.0330943751656778
GCN-CfC,Lipophilicity,37,9,0.32738523295632116,0.4849337711930275,0.850985480282162,0.5274234041571617,0.8646487284061622
GCN-CfC,Lipophilicity,37,10,0.3162449543122892,0.5541185587644577,0.9095151223052169,0.4868737682700157,0.8495321304459856
GCN-CfC,Lipophilicity,37,11,0.2922304774875994,0.4285743311047554,0.8106517310282912,0.46153417974710464,0.8048985769222541
GCN-CfC,Lipophilicity,37,12,0.2979559534125858,0.6423629820346832,0.9848616774493479,0.7298835963010788,1.0137750062316035
GCN-CfC,Lipophilicity,37,13,0.2760781783748556,0.45308469235897064,0.8264941225090979,0.4261561408638954,0.7888467323728311
GCN-CfC,Lipophilicity,37,14,0.27041654840663626,0.49593692272901535,0.871137301463932,0.4408590868115425,0.8054134464610678
GCN-CfC,Lipophilicity,37,15,0.2636659564795317,0.46035515516996384,0.8325463433297011,0.4732900708913803,0.8134802627021376
GCN-CfC,Lipophilicity,37,16,0.25565223175066487,0.48737596720457077,0.8674397144752489,0.4775688126683235,0.8486413812588833
GCN-CfC,Lipophilicity,37,17,0.24887650708357492,0.43736632168293,0.8163296604278958,0.4399349093437195,0.7946955853169791
GCN-CfC,Lipophilicity,37,18,0.25097948947438486,0.4913494661450386,0.8518485192642199,0.5465725809335709,0.875493523517664
