dataset,seed,epoch,train_loss,val_loss,val_roc_auc,val_valid_tasks,test_loss,test_roc_auc,test_valid_tasks,val_rmse,test_rmse
Tox21,7,47,0.14161009052578283,0.20424747041293553,0.7773690372434263,12.0,0.16792501455971173,0.7650815827073211,12.0,,
Tox21,7,48,0.14104208274155247,0.21113045939377376,0.7754894898827837,12.0,0.17629453433411463,0.7747445169398196,12.0,,
Tox21,17,1,0.35425903207185316,0.21674791617052896,0.7162560567585646,12.0,0.18033382509435927,0.6941152662527205,12.0,,
Tox21,17,2,0.2335990861970551,0.2018746520791735,0.7644365734281457,12.0,0.16616372338363103,0.7232163636268581,12.0,,
Tox21,17,3,0.22496247048280676,0.1977219134569168,0.7707010229914318,12.0,0.16472131226743972,0.7416967237545914,12.0,,
Tox21,17,4,0.21825766958752457,0.19923380868775503,0.7611173370575739,12.0,0.1638819362436022,0.7435465104993694,12.0,,
Tox21,17,5,0.2127928338488754,0.1996644458600453,0.7771433636523081,12.0,0.16298697622759,0.7604461221212256,12.0,,
Tox21,17,6,0.2072899691304382,0.19235516445977346,0.7957337220220339,12.0,0.1576330406325204,0.7704598261464056,12.0,,
Tox21,17,7,0.20462474348593732,0.2197275012731552,0.7822691261295268,12.0,0.17903981038502284,0.7698255397552355,12.0,,
Tox21,17,8,0.2039260289498738,0.1948127363409315,0.7821320179084781,12.0,0.15985027541007316,0.7718454789659871,12.0,,
Tox21,17,9,0.19979451170989446,0.19338635887418473,0.7953936262150442,12.0,0.15637993280376708,0.7852254388232071,12.0,,
Tox21,17,10,0.19623299338379685,0.19351457698004587,0.7951103217619382,12.0,0.15391254212175096,0.7865176248423671,12.0,,
Tox21,17,11,0.19267182234598665,0.19440928314413344,0.7921545149004975,12.0,0.1553723386355809,0.7919908587443856,12.0,,
Tox21,17,12,0.19065911763784837,0.1914757788181305,0.8003462783756907,12.0,0.151526718799557,0.7959093155792303,12.0,,
Tox21,17,13,0.18939101391909074,0.19320132051195418,0.7779720518564345,12.0,0.1594541839190892,0.7629057743782092,12.0,,
Tox21,17,14,0.18660048197726814,0.20092704679284776,0.8033353875177709,12.0,0.161119888403586,0.7961658545108095,12.0,,
Tox21,17,15,0.18515560608737322,0.1899020799568721,0.7965366235588068,12.0,0.1520781410591943,0.7737872293147366,12.0,,
Tox21,17,16,0.18207741057386204,0.18594934472015925,0.7974753851624117,12.0,0.1505677274295262,0.7984994304761414,12.0,,
Tox21,17,17,0.1813068806516881,0.1893516800233296,0.7969620029103549,12.0,0.15198694914579391,0.7852818796479153,12.0,,
Tox21,17,18,0.18017448089560684,0.19464554956981114,0.7922416179051875,12.0,0.15640290720122202,0.7898130793277652,12.0,,
Tox21,17,19,0.1779283352044164,0.19858879702431814,0.8019950018333496,12.0,0.1527320859687669,0.796658140150944,12.0,,
Tox21,17,20,0.1770543883345565,0.18173873850277492,0.8115650805557008,12.0,0.1460913951907839,0.8052535948667535,12.0,,
Tox21,17,21,0.17424977160229974,0.18283680932862417,0.8027629256390977,12.0,0.14762491519962037,0.8071580955898828,12.0,,
Tox21,17,22,0.17400848500582636,0.18668740349156515,0.8129213099415836,12.0,0.15191547679049627,0.7961335225365528,12.0,,
Tox21,17,23,0.17051230097303585,0.20102348923683167,0.7902524866345232,12.0,0.15921638693128312,0.7881898544315974,12.0,,
Tox21,17,24,0.1700513110477097,0.18733834155968257,0.8000998449589797,12.0,0.15097717302186148,0.8006607927039958,12.0,,
Tox21,17,25,0.17111838228848517,0.1830653569528035,0.7989123108200934,12.0,0.14806795812078885,0.7945059673793436,12.0,,
Tox21,17,26,0.16607113410623706,0.1861178938831602,0.8092030575028161,12.0,0.14681305470211164,0.8111407745004765,12.0,,
Tox21,17,27,0.1649305666891896,0.19399851773466384,0.7843716818901895,12.0,0.1567832582763263,0.7834720070016803,12.0,,
Tox21,17,28,0.16459777677545742,0.18813253939151764,0.7924928230302943,12.0,0.15348440568361962,0.7937624127670962,12.0,,
Tox21,17,29,0.16683165212066806,0.1867085567542485,0.8075961328610486,12.0,0.15397864101188524,0.7907611330452612,12.0,,
Tox21,17,30,0.16141393233318718,0.19357052871159144,0.7987011550161124,12.0,0.1554399590407099,0.7877707124724695,12.0,,
Tox21,17,31,0.1621168672430272,0.19096861141068594,0.7914152982419091,12.0,0.15511910883443697,0.7922846479017819,12.0,,
Tox21,17,32,0.1609312878275404,0.18980424957615988,0.7984642469293899,12.0,0.15729918224470957,0.7832240450716678,12.0,,
Tox21,17,33,0.15708736527939232,0.19502197418894088,0.7991653671571517,12.0,0.15622217101710184,0.7904000233363383,12.0,,
Tox21,17,34,0.1581965239376438,0.1894746103457042,0.8009359304017921,12.0,0.15797805147511618,0.7787272892461542,12.0,,
Tox21,17,35,0.15446516871452332,0.1889658889600209,0.8156432184048197,12.0,0.15058368657316482,0.7880357779224014,12.0,,
Tox21,17,36,0.1541366986170107,0.1993140493120466,0.8015567190298302,12.0,0.16204380031142915,0.7874175010045158,12.0,,
Tox21,17,37,0.15360350967669972,0.19544443913868495,0.8016491456196508,12.0,0.15625808707305364,0.8004788374288049,12.0,,
Tox21,17,38,0.15329263754645173,0.19336910120078496,0.8079105981068082,12.0,0.15567644791943686,0.7979434131828045,12.0,,
Tox21,17,39,0.15061980501121405,0.193619110754558,0.7954193735023751,12.0,0.1595452827002321,0.7905015535213744,12.0,,
Tox21,17,40,0.151767015153048,0.21635313544954574,0.8026212691445304,12.0,0.17123045506221907,0.7915113677224642,12.0,,
Tox21,17,41,0.14836803139472493,0.19212667218276433,0.8052866551776546,12.0,0.16112435449446952,0.790733385162826,12.0,,
Tox21,17,42,0.14869661173041987,0.1964808510882514,0.8106935184047845,12.0,0.16073369128363474,0.8043971403553724,12.0,,
Tox21,17,43,0.14653452683468254,0.19361106412751333,0.7995715075640798,12.0,0.16136856749653816,0.7856487714902332,12.0,,
Tox21,17,44,0.1456424773347621,0.1977938094309398,0.7894793685530614,12.0,0.16443447236503875,0.783847257249478,12.0,,
Tox21,17,45,0.14373100716240553,0.19965768924781255,0.7922280818097326,12.0,0.16652369871735573,0.787327073198099,12.0,,
Tox21,17,46,0.1454174930647928,0.19887381792068481,0.8038400928167518,12.0,0.1637063223336424,0.7937303419109858,12.0,,
Tox21,17,47,0.14298209304712256,0.20320208370685577,0.8127026293245899,12.0,0.16476859790938242,0.7964317364337078,12.0,,
Tox21,17,48,0.13979701028794658,0.20559363067150116,0.7997480339551846,12.0,0.1683350434260709,0.7818262695158616,12.0,,
Tox21,17,49,0.13964520683702158,0.21155283067907607,0.8087610067257245,12.0,0.17882550082036427,0.8020782626443985,12.0,,
Tox21,17,50,0.13958433665791337,0.20698046045643942,0.7973570835823375,12.0,0.1738932467997074,0.770080411649222,12.0,,
Tox21,17,51,0.13950116780339455,0.20125851035118103,0.8046632769945266,12.0,0.16795633626835688,0.7987541695192323,12.0,,
Tox21,17,52,0.1383548649598141,0.203852151121412,0.7986609551430766,12.0,0.1688136543546404,0.789951410035465,12.0,,
Tox21,17,53,0.1357884691381941,0.21313104246343886,0.8048402042605378,12.0,0.17054445243307523,0.7882359723867184,12.0,,
Tox21,17,54,0.1352496469507412,0.20974983274936676,0.7910542022660265,12.0,0.17476193660071918,0.770032519339224,12.0,,
Tox21,17,55,0.13410302570887975,0.21389453964573996,0.7967417792346231,12.0,0.17655954509973526,0.7795118898036121,12.0,,
Tox21,37,1,0.36220288793651423,0.21505416929721832,0.6917649995570861,12.0,0.1778278010232108,0.6815850640179005,12.0,,
Tox21,37,2,0.23375463090380844,0.21664620084421976,0.7477555956501626,12.0,0.17267088006649697,0.7226555653323213,12.0,,
Tox21,37,3,0.22627132431584962,0.19914955752236502,0.7600355577459071,12.0,0.1637118331023625,0.7445420136379823,12.0,,
Tox21,37,4,0.21788730913279009,0.19772112369537354,0.7807568047258018,12.0,0.15988520798938616,0.7529328647301518,12.0,,
Tox21,37,5,0.2112066158834769,0.19538987108639308,0.7887901268388168,12.0,0.15967821116958344,0.7680870082586245,12.0,,
Tox21,37,6,0.2063218543724138,0.1961917600461415,0.7711089404324194,12.0,0.16432289140565054,0.7517441715924855,12.0,,
Tox21,37,7,0.20405475521574215,0.19937162739889963,0.7900717614910637,12.0,0.16382715372102602,0.7611481844856592,12.0,,
Tox21,37,8,0.20130864181080643,0.19508756484304154,0.7723049410254044,12.0,0.16502249666622706,0.7541775018659322,12.0,,
Tox21,37,9,0.19704170950821467,0.20365128985473088,0.731620949351479,12.0,0.17466943178858077,0.7081486624520648,12.0,,
Tox21,37,10,0.19490599966779046,0.1948078508887972,0.8031634081683648,12.0,0.1582377063376563,0.7784817935955074,12.0,,
Tox21,37,11,0.19244564704749048,0.1887911366564887,0.7929661903992988,12.0,0.1580418273806572,0.7774296052057296,12.0,,
Tox21,37,12,0.19200009411695051,0.19458431005477905,0.8004183790267426,12.0,0.1602518590433257,0.7943462678624892,12.0,,
Tox21,37,13,0.1899661342708432,0.20284043039594377,0.7991709009554496,12.0,0.16643084745321954,0.7888692085548178,12.0,,
Tox21,37,14,0.18739489937315182,0.19550627044269017,0.7960558161558174,12.0,0.1565385897244726,0.7990853941482906,12.0,,
Tox21,37,15,0.18457356885987886,0.19008481076785497,0.7921458884132458,12.0,0.15235880709120206,0.8042987084328576,12.0,,
Tox21,37,16,0.1842154820962828,0.19144649377890996,0.8015766664812468,12.0,0.15209474361368588,0.8130222056632421,12.0,,
Tox21,37,17,0.183358795484718,0.20505476636546,0.78368090674903,12.0,0.1696320782814707,0.797046126296214,12.0,,
Tox21,37,18,0.182575774131989,0.18789279460906982,0.8054159460197812,12.0,0.14825069425361498,0.793500755603869,12.0,,
Tox21,37,19,0.17983895296953162,0.18786625564098358,0.8123073048882848,12.0,0.14653760407652175,0.8178693250278353,12.0,,
Tox21,37,20,0.17775249389969572,0.18962015211582184,0.7924737039424689,12.0,0.15186629284705436,0.7900156643154476,12.0,,
Tox21,37,21,0.17675362253675655,0.1837459887777056,0.8054319357334525,12.0,0.14612173129405295,0.8043943127391929,12.0,,
Tox21,37,22,0.17484143543608335,0.19625066433634078,0.8031926251222349,12.0,0.15224171110561915,0.8105397850193302,12.0,,
Tox21,37,23,0.17165654563173957,0.18789443586553847,0.8130702393367465,12.0,0.1434981578162738,0.8211060841107279,12.0,,
Tox21,37,24,0.17324191848842466,0.19513677273477828,0.803830988960327,12.0,0.1480549361024584,0.8213472055045785,12.0,,
Tox21,37,25,0.17055416548130464,0.19574309246880667,0.8015988660549317,12.0,0.15916825671281135,0.8157975425087057,12.0,,
Tox21,37,26,0.1695411612792891,0.20110550309930528,0.8138270732267777,12.0,0.1557106152176857,0.8156459103111229,12.0,,
Tox21,37,27,0.16759900231750643,0.18546017152922495,0.80752203184096,12.0,0.14645031094551086,0.8151667088990445,12.0,,
Tox21,37,28,0.1671392242519223,0.1909194907971791,0.810267324902791,12.0,0.15103465850864137,0.8162430205334302,12.0,,
Tox21,37,29,0.16437855393302683,0.18510094710758754,0.8045420919071935,12.0,0.14773364311882428,0.8084876265643239,12.0,,
Tox21,37,30,0.16326991818389114,0.1900633147784642,0.8042186837681354,12.0,0.14688584048833167,0.8222039703517892,12.0,,
Tox21,37,31,0.1625864691272074,0.19378126944814408,0.8126590675165889,12.0,0.1469140819140843,0.8237284451016529,12.0,,
Tox21,37,32,0.1604227330915782,0.17912243093763078,0.8121665380835479,12.0,0.15193195534603937,0.8097478848974377,12.0,,
Tox21,37,33,0.16081808781137272,0.18590218680245535,0.8192592699435878,12.0,0.14408287033438683,0.8280606142554173,12.0,,
Tox21,37,34,0.1575728270168207,0.19053835528237478,0.8109381187810673,12.0,0.15340015292167664,0.8126401421414364,12.0,,
Tox21,37,35,0.15872261962112116,0.20450466871261597,0.8045547125565128,12.0,0.15151494156037057,0.8165359781913937,12.0,,
Tox21,37,36,0.15652346246096552,0.19685501711709158,0.7918579068356989,12.0,0.159865497478417,0.8065198267561774,12.0,,
Tox21,37,37,0.15533250509476176,0.19835688386644637,0.8101679938544818,12.0,0.14377085172704288,0.8356552370284528,12.0,,
Tox21,37,38,0.15548127129369851,0.1993853279522487,0.8116059407111801,12.0,0.15533168986439705,0.8275698808134906,12.0,,
Tox21,37,39,0.1527363425310777,0.20590370893478394,0.7862857364438556,12.0,0.15485004442078726,0.8155551678662771,12.0,,
Tox21,37,40,0.15100157276100043,0.19946729285376413,0.812571378646077,12.0,0.16153758711048535,0.8111146142711877,12.0,,
Tox21,37,41,0.15012773825806014,0.19662331683295114,0.8017336396466778,12.0,0.1529549996235541,0.8097567076511085,12.0,,
Tox21,37,42,0.14894573055967994,0.20083691392626082,0.8079670430293469,12.0,0.1510265554700579,0.8253438684960219,12.0,,
Tox21,37,43,0.14682393551481013,0.19839485628264292,0.8023897477814613,12.0,0.15499943760888918,0.823749860976862,12.0,,
Tox21,37,44,0.14796746066030192,0.21948248786585672,0.7890225566838213,12.0,0.16781532551561082,0.8030633492658542,12.0,,
Tox21,37,45,0.14742801323228952,0.19328934167112624,0.8072407904135476,12.0,0.15350212901830673,0.8161362346463285,12.0,,
Tox21,37,46,0.14515890272296206,0.21050934280667985,0.8080086055453423,12.0,0.15952166063444956,0.8305752031456904,12.0,,
Tox21,37,47,0.1448703364145999,0.20250340231827327,0.799635509760916,12.0,0.15588157464350974,0.8353848724663578,12.0,,
Tox21,37,48,0.14304339338322075,0.20247586071491241,0.8218389979064108,12.0,0.15899314731359482,0.8302698555519165,12.0,,
Tox21,37,49,0.14357135612137464,0.2189879161970956,0.7925454464620444,12.0,0.18006763181516103,0.8032454159556092,12.0,,
Tox21,37,50,0.14104024503304033,0.19853235994066512,0.8026442244835535,12.0,0.15811915057046072,0.8040826039587247,12.0,,
Tox21,37,51,0.13928573548185583,0.21172162677560533,0.8062975032219718,12.0,0.16517365404537745,0.8280610810674701,12.0,,
Tox21,37,52,0.1383745918164448,0.21653364385877336,0.8085712635787861,12.0,0.1699654103389808,0.8166747467722916,12.0,,
Tox21,37,53,0.1376942747405597,0.21188766189983912,0.7968113151016486,12.0,0.1649840394301074,0.8114748161914213,12.0,,
Tox21,37,54,0.13942383442606246,0.2030613741704396,0.8068959185329382,12.0,0.1608371910239969,0.8245364625939477,12.0,,
Tox21,37,55,0.13754631578922272,0.20527383259364537,0.8152244171468568,12.0,0.15942714948739325,0.8190603823489249,12.0,,
Tox21,37,56,0.13598192787292052,0.22666325739451818,0.7957478152884936,12.0,0.17614524705069406,0.8089957697117258,12.0,,
Tox21,37,57,0.13504459921802794,0.22020197340420314,0.801353522385445,12.0,0.1728168986737728,0.8074276848060227,12.0,,
Tox21,37,58,0.1329500355890819,0.20751317058290755,0.7998050654203462,12.0,0.15592816631708825,0.8174847477040226,12.0,,
Tox21,37,59,0.1307589305298669,0.22169688131128037,0.7985467239299581,12.0,0.17680783942341805,0.8056535157226432,12.0,,
Tox21,37,60,0.1325522960752857,0.2201728629214423,0.8003780880726605,12.0,0.16920449105756624,0.8246661385386206,12.0,,
Tox21,37,61,0.1311079336672413,0.21077011312757218,0.813451450040863,12.0,0.1734411854829107,0.8108202549981196,12.0,,
Tox21,37,62,0.12921556070142862,0.2183695946420942,0.8129155588476701,12.0,0.16887735894748143,0.8065517030596651,12.0,,
Tox21,37,63,0.128835708054961,0.23836864956787654,0.804548126430023,12.0,0.195163365985666,0.7985286666131884,12.0,,
Tox21,37,64,0.1271092152717162,0.21819037624767848,0.8127663504660542,12.0,0.16464336535760335,0.8217755474952595,12.0,,
Tox21,37,65,0.12441736414116256,0.2322774508169719,0.8027899478966652,12.0,0.18650028109550476,0.7998797656336945,12.0,,
Tox21,37,66,0.12961146448339736,0.22695281037262507,0.7972712355288322,12.0,0.19976307824254036,0.7912692018353664,12.0,,
Tox21,37,67,0.12481030015921106,0.22453490964003972,0.7982095022745934,12.0,0.18348280659743718,0.7973458500806982,12.0,,
Tox21,37,68,0.12382161252352657,0.22293750941753387,0.7910350643662274,12.0,0.17480903544596263,0.7975266573683277,12.0,,
ClinTox,7,1,0.5321053087711334,0.44744129478931427,0.5273556231003039,2.0,0.4473208338022232,0.5982377950687809,2.0,,
ClinTox,7,2,0.27983926236629486,0.21320094168186188,0.7477203647416413,2.0,0.18759049475193024,0.6947453954496208,2.0,,
ClinTox,7,3,0.23881822675466538,0.17845426499843597,0.8064842958459979,2.0,0.1626157909631729,0.7377367937227092,2.0,,
ClinTox,7,4,0.22661108076572417,0.16036348789930344,0.8920972644376899,2.0,0.14894478768110275,0.8447125644308743,2.0,,
ClinTox,7,5,0.21711483746767044,0.15645025670528412,0.9199594731509625,2.0,0.15425678342580795,0.8253077908007485,2.0,,
ClinTox,7,6,0.18767611905932427,0.179950051009655,0.9214792299898683,2.0,0.17357278615236282,0.787534882957418,2.0,,
ClinTox,7,7,0.18552170544862748,0.16069860011339188,0.9224924012158054,2.0,0.160194493830204,0.8354845858366986,2.0,,
ClinTox,7,8,0.17708885669708252,0.15309373289346695,0.9093211752786221,2.0,0.1376519277691841,0.8352104468301652,2.0,,
ClinTox,7,9,0.16624483168125154,0.1457168310880661,0.9280648429584599,2.0,0.13114068657159805,0.8560384451229521,2.0,,
ClinTox,7,10,0.1613909773528576,0.1394929699599743,0.9326241134751774,2.0,0.12430274114012718,0.8533290653008964,2.0,,
ClinTox,7,11,0.15609605684876443,0.1395246461033821,0.9209726443768996,2.0,0.12899374216794968,0.8489083686266785,2.0,,
ClinTox,7,12,0.14699459299445153,0.1526416316628456,0.944275582573455,2.0,0.1316598765552044,0.8622197051774516,2.0,,
ClinTox,7,13,0.1479635715484619,0.15765560418367386,0.9224924012158056,2.0,0.10673787072300911,0.8793016842312616,2.0,,
ClinTox,7,14,0.13013095483183862,0.1732209473848343,0.9128672745694022,2.0,0.11026990786194801,0.8765923044092059,2.0,,
ClinTox,7,15,0.1459043003618717,0.1855468824505806,0.9159067882472138,2.0,0.1911763846874237,0.8593978791161889,2.0,,
ClinTox,7,16,0.13182558193802835,0.21902818977832794,0.8875379939209727,2.0,0.10726862400770187,0.8643176072753538,2.0,,
ClinTox,7,17,0.12968854755163192,0.152906633913517,0.9194528875379939,2.0,0.10689553432166576,0.9028144390820447,2.0,,
ClinTox,7,18,0.12057455331087112,0.2078479528427124,0.9366767983789261,2.0,0.1640559397637844,0.9088832528973374,2.0,,
ClinTox,7,19,0.10516458824276924,0.18634869158267975,0.9078014184397163,2.0,0.11591913923621178,0.8837223809054795,2.0,,
ClinTox,7,20,0.10107230022549629,0.17698702961206436,0.9346504559270518,2.0,0.13025642931461334,0.9307478906070455,2.0,,
ClinTox,7,21,0.0991673044860363,0.1509532928466797,0.9341438703140831,2.0,0.12166756018996239,0.9121302406513674,2.0,,
ClinTox,7,22,0.10450444109737873,0.1975189968943596,0.950354609929078,2.0,0.09154400415718555,0.9154264749335173,2.0,,
ClinTox,7,23,0.08293163850903511,0.18202248960733414,0.9513677811550152,2.0,0.14101532846689224,0.9228060671722643,2.0,,
ClinTox,7,24,0.0963978748768568,0.2025712914764881,0.8768996960486323,2.0,0.1495240405201912,0.8848468432975476,2.0,,
ClinTox,7,25,0.08961792774498463,0.21896883100271225,0.9209726443768996,2.0,0.17746224254369736,0.9039389014741128,2.0,,
ClinTox,7,26,0.07998321875929833,0.15759558603167534,0.9280648429584599,2.0,0.1283864863216877,0.9018409993762107,2.0,,
ClinTox,7,27,0.07741643916815519,0.20628444105386734,0.9422492401215805,2.0,0.10869477316737175,0.9176122000065661,2.0,,
ClinTox,7,28,0.08558229394257069,0.2898210547864437,0.8510638297872342,2.0,0.22554342448711395,0.8890426474933517,2.0,,
ClinTox,7,29,0.07843266483396291,0.19013401120901108,0.9412360688956434,2.0,0.1050987346097827,0.9348312485636429,2.0,,
ClinTox,7,30,0.08909413740038871,0.2338755503296852,0.9128672745694023,2.0,0.15941660851240158,0.8962219705177452,2.0,,
ClinTox,7,31,0.08171570412814617,0.18029295280575752,0.9295845997973657,2.0,0.09688737988471985,0.9142527660133294,2.0,,
ClinTox,7,32,0.08801752142608166,0.21407237648963928,0.925531914893617,2.0,0.11044493317604065,0.9017285531370038,2.0,,
ClinTox,7,33,0.0831028763204813,0.27171237021684647,0.8885511651469098,2.0,0.2228909209370613,0.9108194622279129,2.0,,
ClinTox,7,34,0.07489632740616799,0.2109963819384575,0.9148936170212765,2.0,0.07373282592743635,0.919284940411701,2.0,,
ClinTox,7,35,0.07300156876444816,0.18161164596676826,0.9219858156028369,2.0,0.07130473852157593,0.9524754588134869,2.0,,
ClinTox,7,36,0.06601236648857593,0.22426971048116684,0.905775075987842,2.0,0.11467697843909264,0.9140032502708559,2.0,,
ClinTox,7,37,0.08302240148186683,0.22033512592315674,0.9305977710233029,2.0,0.11364930495619774,0.9221945894481105,2.0,,
ClinTox,7,38,0.07524322457611561,0.3032379150390625,0.867274569402229,2.0,0.21754462271928787,0.9126678485833415,2.0,,
ClinTox,7,39,0.07716843113303185,0.22952168434858322,0.9209726443768997,2.0,0.12281018495559692,0.938078236317673,2.0,,
ClinTox,7,40,0.06837567565962673,0.22934266552329063,0.9108409321175278,2.0,0.1787412464618683,0.9309481598213993,2.0,,
ClinTox,7,41,0.0722235668450594,0.19563719630241394,0.9219858156028369,2.0,0.13938360661268234,0.9208838110246561,2.0,,
ClinTox,7,42,0.07843212857842445,0.21468910202383995,0.8910840932117529,2.0,0.1769217848777771,0.9480301388752093,2.0,,
ClinTox,7,43,0.0787684265524149,0.26624952256679535,0.8789260385005067,2.0,0.16393150389194489,0.8999679897567222,2.0,,
ClinTox,17,1,0.5599956750869751,0.5069413483142853,0.6291793313069909,2.0,0.5054636895656586,0.6321875307790801,2.0,,
ClinTox,17,2,0.2943122014403343,0.242585688829422,0.7492401215805471,2.0,0.2111826092004776,0.6851168784267375,2.0,,
